respondent_id,xyz_vaccine,sesaonal_vaccine
29370,0.755493333,0.318340045
29371,0.832738659,0.726946156
29372,0.808425086,0.083960508
29373,0.410213205,0.375249689
29374,0.178300571,0.229654031
29375,0.777641096,0.56909021
29376,0.533400566,0.138976289
29377,0.103887038,0.097641474
29378,0.153184204,0.303253433
29379,0.613139432,0.270413174
29380,0.830058351,0.119675104
29381,0.935135958,0.592790722
29382,0.30182754,0.616817805
29383,0.872089987,0.930299175
29384,0.898165945,0.878200301
29385,0.917765569,0.771363652
29386,0.589771994,0.143719758
29387,0.69262284,0.093423099
29388,0.475983958,0.067803994
29389,0.030776859,0.096817853
29390,0.926849436,0.044891824
29391,0.179136171,0.10058548
29392,0.927331587,0.670496444
29393,0.905560832,0.99042923
29394,0.840788017,0.032245696
29395,0.197166616,0.043831302
29396,0.35239161,0.134065439
29397,0.299930432,0.261569835
29398,0.976484538,0.101370976
29399,0.044877884,0.093303627
29400,0.148463443,0.103980704
29401,0.728701475,0.539190733
29402,0.926556224,0.181858887
29403,0.190644244,0.099088954
29404,0.75544153,0.206032782
29405,0.279369107,0.07279543
29406,0.510359796,0.131622384
29407,0.886993807,0.895309981
29408,0.806280289,0.084686068
29409,0.880931081,0.935050793
29410,0.072786926,0.016146234
29411,0.933726655,0.978973794
29412,0.786553182,0.075441584
29413,0.074296258,0.075097419
29414,0.851991494,0.128184893
29415,0.883243029,0.945775822
29416,0.365785789,0.100544189
29417,0.771367009,0.093630782
29418,0.853173433,0.942278966
29419,0.867076838,0.96988895
29420,0.356340151,0.188653132
29421,0.774690483,0.441588572
29422,0.791893363,0.084488936
29423,0.854712847,0.250014893
29424,0.480939022,0.731006813
29425,0.575625698,0.136021365
29426,0.916298916,0.953589487
29427,0.847284132,0.428805674
29428,0.174654182,0.154618768
29429,0.921807022,0.06294981
29430,0.643819919,0.048381752
29431,0.652133947,0.120590958
29432,0.953163093,0.184102071
29433,0.850527705,0.291287483
29434,0.110329234,0.125788233
29435,0.903101743,0.082031108
29436,0.11306603,0.077449638
29437,0.928938833,0.751130182
29438,0.570629312,0.163215193
29439,0.125374068,0.112846039
29440,0.947136147,0.145722943
29441,0.744024113,0.131880609
29442,0.9253555,0.959782837
29443,0.07696582,0.076425714
29444,0.890740422,0.88366638
29445,0.740640351,0.153404186
29446,0.108504749,0.076876302
29447,0.819091118,0.276092906
29448,0.13539836,0.11239579
29449,0.176222583,0.112691624
29450,0.961803357,0.061926131
29451,0.453828088,0.127057465
29452,0.283377329,0.100554929
29453,0.976750419,0.085019136
29454,0.08804265,0.110267767
29455,0.5,0.088378221
29456,0.803781535,0.574008858
29457,0.286716026,0.119733993
29458,0.10093488,0.063789053
29459,0.830666471,0.152161287
29460,0.878291222,0.780143357
29461,0.101018089,0.108440585
29462,0.067139306,0.066188455
29463,0.831902543,0.606733532
29464,0.695268203,0.226625474
29465,0.590243234,0.101679373
29466,0.8389646,0.10069194
29467,0.458214844,0.099906282
29468,0.129824965,0.048125304
29469,0.778984095,0.14809568
29470,0.148295229,0.059396125
29471,0.816058612,0.721905444
29472,0.160811256,0.126304578
29473,0.158510268,0.111288902
29474,0.439785975,0.114385516
29475,0.828431935,0.805579053
29476,0.75458324,0.116865617
29477,0.199165586,0.116292942
29478,0.239162865,0.083537465
29479,0.655962639,0.058188405
29480,0.899444453,0.111683069
29481,0.83730148,0.104445089
29482,0.396076383,0.103615279
29483,0.785076001,0.093082726
29484,0.268556243,0.339532263
29485,0.9627799,0.513867377
29486,0.773982541,0.853153498
29487,0.645470135,0.058109461
29488,0.861980355,0.660863949
29489,0.106390317,0.073489408
29490,0.918907775,0.060562817
29491,0.308564021,0.128515692
29492,0.914860076,0.921984012
29493,0.137801484,0.095370584
29494,0.797177362,0.028426722
29495,0.908721943,0.435999721
29496,0.201164625,0.145924872
29497,0.047611384,0.058217428
29498,0.830141819,0.973704448
29499,0.105136853,0.124320932
29500,0.437211879,0.086767822
29501,0.12096441,0.104678259
29502,0.86557201,0.173570545
29503,0.127405822,0.130045036
29504,0.581803065,0.645926782
29505,0.346615828,0.061355956
29506,0.158596048,0.141305803
29507,0.796638319,0.112408842
29508,0.241973218,0.132728933
29509,0.572392478,0.132010208
29510,0.718404083,0.041844938
29511,0.613439493,0.107922892
29512,0.29127752,0.152429019
29513,0.087347719,0.146396937
29514,0.138022367,0.125280632
29515,0.211276484,0.043608867
29516,0.638133606,0.059696756
29517,0.311150727,0.083997787
29518,0.540750376,0.077768347
29519,0.12189345,0.071429852
29520,0.038828281,0.071866221
29521,0.364230958,0.140083027
29522,0.279230925,0.11238033
29523,0.598988043,0.107646632
29524,0.160964824,0.051844883
29525,0.23307629,0.251618613
29526,0.436044383,0.047395664
29527,0.162837791,0.044013815
29528,0.647740098,0.465733442
29529,0.844362935,0.671450334
29530,0.298450257,0.114359798
29531,0.317407701,0.097058041
29532,0.05134633,0.048250553
29533,0.133522021,0.041034524
29534,0.301537528,0.063516874
29535,0.120746489,0.044164965
29536,0.70089456,0.09227603
29537,0.897069946,0.426087696
29538,0.084752183,0.107857643
29539,0.215296054,0.09491003
29540,0.390780769,0.19025483
29541,0.591195648,0.074258245
29542,0.050950226,0.06054161
29543,0.131364199,0.089379494
29544,0.762280191,0.765578874
29545,0.651560642,0.256975666
29546,0.886386932,0.846635889
29547,0.272454308,0.062037275
29548,0.198862606,0.099615213
29549,0.514496951,0.080507601
29550,0.134032836,0.153138249
29551,0.096406054,0.134687262
29552,0.851318583,0.087191984
29553,0.777530482,0.58608636
29554,0.583140473,0.099187129
29555,0.744519425,0.23931073
29556,0.855351037,0.333870205
29557,0.217490943,0.082377644
29558,0.769450119,0.055931953
29559,0.212528816,0.083383034
29560,0.362329331,0.303347793
29561,0.095035023,0.127498459
29562,0.584961148,0.441171229
29563,0.19245042,0.139724397
29564,0.857621592,0.607006519
29565,0.5,0.101705202
29566,0.229742275,0.166288865
29567,0.778329927,0.059516737
29568,0.88970632,0.117999156
29569,0.541555405,0.088532266
29570,0.120027957,0.12252345
29571,0.636802013,0.223909713
29572,0.887779365,0.572820583
29573,0.759583845,0.521559567
29574,0.519337905,0.36692461
29575,0.084326289,0.110473186
29576,0.147263087,0.155149287
29577,0.828806772,0.783664892
29578,0.278034831,0.08023267
29579,0.085033136,0.061128161
29580,0.1048362,0.086629049
29581,0.840727085,0.944203058
29582,0.922592792,0.45822078
29583,0.878745788,0.934056322
29584,0.30483731,0.061922608
29585,0.161379081,0.1123757
29586,0.91182733,0.645314094
29587,0.838089946,0.156836449
29588,0.234395908,0.049440172
29589,0.959792029,0.077633195
29590,0.548123832,0.255326383
29591,0.561610854,0.066447705
29592,0.888219287,0.363762476
29593,0.696017148,0.031011392
29594,0.85396677,0.081839594
29595,0.875704461,0.209868757
29596,0.129320261,0.094172799
29597,0.735527011,0.045218917
29598,0.151463869,0.034939848
29599,0.460689108,0.060828116
29600,0.192455485,0.116293072
29601,0.731342451,0.790830667
29602,0.920746067,0.173286037
29603,0.439719417,0.085108305
29604,0.080370897,0.062530277
29605,0.163035074,0.154740098
29606,0.246021013,0.132383617
29607,0.107064688,0.106410566
29608,0.437539306,0.103513503
29609,0.199457119,0.110494651
29610,0.079349773,0.079691526
29611,0.14824755,0.098418238
29612,0.088271936,0.098160799
29613,0.481640339,0.53708643
29614,0.093264694,0.084809211
29615,0.870353778,0.820015296
29616,0.708623727,0.050095918
29617,0.889810902,0.604551143
29618,0.090346205,0.048671199
29619,0.667022141,0.236495112
29620,0.815497945,0.615927811
29621,0.682010458,0.119730304
29622,0.17666555,0.079876788
29623,0.727888563,0.553586305
29624,0.161145315,0.161948556
29625,0.394577916,0.235038913
29626,0.358947212,0.053161602
29627,0.708307768,0.123978345
29628,0.470723589,0.133412808
29629,0.933304778,0.093251594
29630,0.587462952,0.097567447
29631,0.076520048,0.101197542
29632,0.841754894,0.098455029
29633,0.379400145,0.055484294
29634,0.873920917,0.955620298
29635,0.159437812,0.152326526
29636,0.468484189,0.059684837
29637,0.88072397,0.199835919
29638,0.871362506,0.26260847
29639,0.714030456,0.100304369
29640,0.158089597,0.122514597
29641,0.8416478,0.161251917
29642,0.941756098,0.763626994
29643,0.565850684,0.139914469
29644,0.772998719,0.486675578
29645,0.816155555,0.507664234
29646,0.067772198,0.140621289
29647,0.931893135,0.958950774
29648,0.894163169,0.128210331
29649,0.240784441,0.100539447
29650,0.754708357,0.167924899
29651,0.406030426,0.092941735
29652,0.209497313,0.153212975
29653,0.729725856,0.079253266
29654,0.283070243,0.075138265
29655,0.652309815,0.049245198
29656,0.118462116,0.122794748
29657,0.842222544,0.102984696
29658,0.334812437,0.107607477
29659,0.127594372,0.154478591
29660,0.093668706,0.06377354
29661,0.11026241,0.073029271
29662,0.864849355,0.523184582
29663,0.674702695,0.089531789
29664,0.062085134,0.11282739
29665,0.215008576,0.119323911
29666,0.12899857,0.11941483
29667,0.75210924,0.131737082
29668,0.63364167,0.289994327
29669,0.150554673,0.112123542
29670,0.13491704,0.159837044
29671,0.088822205,0.091226609
29672,0.083388622,0.091097135
29673,0.584528173,0.27095942
29674,0.40601878,0.132992207
29675,0.858424345,0.5
29676,0.337106632,0.127179908
29677,0.936448098,0.193572419
29678,0.320082782,0.141310731
29679,0.026472589,0.073198524
29680,0.802779976,0.789318242
29681,0.933071675,0.104905632
29682,0.164953099,0.134705684
29683,0.186499613,0.183359715
29684,0.634480911,0.159720773
29685,0.428490314,0.610860968
29686,0.586302764,0.143720789
29687,0.444917883,0.284929572
29688,0.841530636,0.34803869
29689,0.110460311,0.068006964
29690,0.371015548,0.206877749
29691,0.831735986,0.842404366
29692,0.758455898,0.107107617
29693,0.468885512,0.138524198
29694,0.058570723,0.127828501
29695,0.5,0.140838699
29696,0.906169437,0.052457795
29697,0.098391717,0.107460861
29698,0.188727293,0.129035838
29699,0.462427132,0.177049749
29700,0.15986751,0.049182717
29701,0.117369449,0.109345958
29702,0.136069936,0.153282653
29703,0.784501927,0.138351356
29704,0.317368528,0.068468163
29705,0.928043575,0.144558132
29706,0.129875216,0.068492886
29707,0.163468248,0.078644775
29708,0.908437762,0.280511877
29709,0.207900073,0.060612731
29710,0.212338742,0.059526307
29711,0.055389795,0.092098389
29712,0.277954912,0.101452848
29713,0.78523725,0.373755737
29714,0.285680097,0.181522687
29715,0.956177944,0.09277271
29716,0.782992893,0.200424514
29717,0.145316215,0.147194913
29718,0.096701064,0.057274801
29719,0.839924897,0.456786615
29720,0.852840269,0.851667404
29721,0.065910094,0.046760675
29722,0.107600791,0.09885605
29723,0.114986362,0.073490336
29724,0.62429673,0.109702309
29725,0.350754088,0.072707665
29726,0.774601639,0.031434224
29727,0.635616039,0.509356865
29728,0.816271434,0.094992889
29729,0.211171792,0.146128543
29730,0.23118565,0.086424186
29731,0.138319258,0.16923042
29732,0.108356069,0.112478552
29733,0.818517703,0.144806897
29734,0.843148696,0.029000471
29735,0.316774103,0.112179226
29736,0.888681391,0.355388103
29737,0.930679705,0.070481682
29738,0.605335314,0.092309666
29739,0.097788823,0.073715075
29740,0.952224341,0.116964138
29741,0.674993355,0.40284716
29742,0.037737472,0.030900247
29743,0.130543535,0.103245552
29744,0.056258565,0.048376602
29745,0.146156319,0.088461535
29746,0.096602022,0.113748471
29747,0.219258472,0.073663951
29748,0.08346402,0.083039806
29749,0.44556366,0.062378329
29750,0.141929104,0.13251509
29751,0.257485236,0.112362965
29752,0.828389087,0.411626195
29753,0.676811259,0.20743387
29754,0.707299413,0.092288595
29755,0.081405333,0.112056307
29756,0.879875801,0.811928855
29757,0.666151919,0.220923815
29758,0.865300967,0.081264351
29759,0.216597906,0.108170514
29760,0.063542037,0.050787692
29761,0.758938185,0.162596163
29762,0.171751368,0.194156271
29763,0.282947709,0.122610686
29764,0.788849311,0.78488217
29765,0.097648139,0.044245108
29766,0.411535405,0.056233041
29767,0.106152537,0.085196882
29768,0.360029245,0.156342375
29769,0.674820805,0.297623125
29770,0.292731988,0.183486567
29771,0.951237193,0.889896871
29772,0.945358869,0.095552054
29773,0.897100955,0.110397707
29774,0.73410589,0.25574938
29775,0.872315894,0.205067293
29776,0.190870129,0.111269215
29777,0.159067587,0.117436657
29778,0.861250284,0.833402958
29779,0.098591407,0.060815998
29780,0.641812083,0.132484854
29781,0.242007649,0.129447804
29782,0.641780831,0.208910793
29783,0.785034481,0.141016929
29784,0.08204801,0.094402374
29785,0.892938854,0.406074552
29786,0.492644893,0.159720667
29787,0.738209397,0.065474301
29788,0.940460415,0.982842228
29789,0.34319271,0.792455651
29790,0.072431285,0.085006196
29791,0.351060729,0.101423152
29792,0.717981429,0.927562146
29793,0.335548996,0.038866162
29794,0.08315186,0.108925159
29795,0.11606127,0.108097774
29796,0.063926834,0.052409908
29797,0.84238637,0.690850747
29798,0.578005278,0.112999223
29799,0.138348764,0.098289611
29800,0.44945414,0.167494556
29801,0.760679648,0.929289322
29802,0.510431832,0.110740225
29803,0.193780448,0.090784898
29804,0.887419044,0.753918713
29805,0.458083186,0.119217849
29806,0.646898609,0.082085323
29807,0.884720459,0.900585572
29808,0.169296774,0.130450071
29809,0.122872363,0.069280156
29810,0.077797415,0.259327782
29811,0.156343057,0.049481903
29812,0.373091595,0.132107966
29813,0.170920512,0.066725435
29814,0.456107211,0.201190029
29815,0.78800207,0.094050057
29816,0.3218566,0.104745429
29817,0.239450409,0.018765761
29818,0.692096272,0.187210937
29819,0.830755255,0.157403987
29820,0.5,0.042835159
29821,0.139070055,0.119601119
29822,0.1972637,0.094124424
29823,0.644629044,0.20866936
29824,0.256330655,0.128698915
29825,0.798047757,0.036214104
29826,0.237942979,0.070214708
29827,0.902283698,0.048397589
29828,0.782735049,0.734230949
29829,0.224088098,0.091367544
29830,0.712315946,0.093349219
29831,0.770514788,0.11119607
29832,0.882666,0.797841751
29833,0.857552707,0.768052569
29834,0.075920255,0.126138327
29835,0.832294524,0.384087963
29836,0.74577044,0.02805959
29837,0.151450015,0.074577469
29838,0.675629697,0.150936555
29839,0.089268392,0.101482858
29840,0.896424736,0.082059444
29841,0.680224945,0.449790817
29842,0.472803892,0.188698234
29843,0.84002482,0.397869071
29844,0.13150057,0.105085965
29845,0.201230612,0.310727864
29846,0.086760493,0.071356938
29847,0.062947106,0.043230187
29848,0.238059644,0.16794002
29849,0.589327386,0.140094677
29850,0.779191229,0.672719538
29851,0.179318743,0.12045504
29852,0.549451119,0.061793062
29853,0.169782459,0.147688252
29854,0.704507041,0.328096484
29855,0.634812875,0.297484245
29856,0.608830402,0.545325925
29857,0.334762857,0.112390401
29858,0.548916408,0.403515655
29859,0.856543709,0.867670708
29860,0.702806804,0.042356785
29861,0.925182752,0.139324565
29862,0.692586026,0.04120516
29863,0.751764252,0.062369619
29864,0.903862566,0.948461379
29865,0.05922636,0.057368144
29866,0.235751888,0.056892549
29867,0.788881283,0.157563904
29868,0.950297526,0.095486464
29869,0.937929749,0.941761347
29870,0.333381831,0.143800019
29871,0.950205605,0.153613204
29872,0.245791311,0.090945557
29873,0.11039762,0.076445016
29874,0.915811706,0.078678446
29875,0.801268145,0.344260756
29876,0.188431897,0.044752379
29877,0.479802205,0.084308396
29878,0.879171592,0.4892705
29879,0.790275844,0.543992665
29880,0.697323754,0.038607463
29881,0.830346656,0.536472232
29882,0.33761603,0.30879492
29883,0.624498606,0.41625997
29884,0.114910254,0.116441878
29885,0.855226731,0.105160637
29886,0.277642232,0.135537999
29887,0.5,0.897573377
29888,0.745383992,0.068988365
29889,0.106948509,0.174080772
29890,0.553928234,0.08820011
29891,0.41920282,0.106929776
29892,0.877923235,0.207563812
29893,0.903132834,0.092054713
29894,0.51739542,0.063764184
29895,0.160295041,0.065676911
29896,0.091044715,0.119290691
29897,0.101571247,0.124476081
29898,0.127576593,0.091181057
29899,0.913502843,0.030357083
29900,0.458209201,0.554548941
29901,0.823470861,0.118124735
29902,0.959726262,0.128558818
29903,0.895564751,0.045153232
29904,0.588138463,0.154088777
29905,0.601300768,0.195100971
29906,0.5,0.303895495
29907,0.90922233,0.031390705
29908,0.830554884,0.398979991
29909,0.738368604,0.115877838
29910,0.870735076,0.207108998
29911,0.171439662,0.037862669
29912,0.169984763,0.154108544
29913,0.285664312,0.271214752
29914,0.618032505,0.761879789
29915,0.177387396,0.044727148
29916,0.086811937,0.060852648
29917,0.61945193,0.042606974
29918,0.962795238,0.809565332
29919,0.214697446,0.114437403
29920,0.612087473,0.163390962
29921,0.306304582,0.046811908
29922,0.871618626,0.938752951
29923,0.382478746,0.124286637
29924,0.546095585,0.149251177
29925,0.208559067,0.09343972
29926,0.337811249,0.198258777
29927,0.79561701,0.637580408
29928,0.519432226,0.172438515
29929,0.656775531,0.024184837
29930,0.77038339,0.129056914
29931,0.641666815,0.479834705
29932,0.737032165,0.052302792
29933,0.796984708,0.047430211
29934,0.933627749,0.102782799
29935,0.892075193,0.954433098
29936,0.50925579,0.077820598
29937,0.171302481,0.20491415
29938,0.15402093,0.241264772
29939,0.912384626,0.266864887
29940,0.097989618,0.073680051
29941,0.373548137,0.261058041
29942,0.699810239,0.472273898
29943,0.205557697,0.107171311
29944,0.171339018,0.141217569
29945,0.750117345,0.145815083
29946,0.874956058,0.116752519
29947,0.176672569,0.151988848
29948,0.11998563,0.078796461
29949,0.633291411,0.212548925
29950,0.944456877,0.835012743
29951,0.574605762,0.13000777
29952,0.799695378,0.355119403
29953,0.898223916,0.038534806
29954,0.091881194,0.064830809
29955,0.365974543,0.140533979
29956,0.140491342,0.219857492
29957,0.466318973,0.053295672
29958,0.427714165,0.273115587
29959,0.057399053,0.106866655
29960,0.073757864,0.078944017
29961,0.745180765,0.108118165
29962,0.960529435,0.468507479
29963,0.79994863,0.490441511
29964,0.37736568,0.107659213
29965,0.221983186,0.091672615
29966,0.713924067,0.087388068
29967,0.876906878,0.081055026
29968,0.884887334,0.026139812
29969,0.611551168,0.319780954
29970,0.938360067,0.160005515
29971,0.187749264,0.11978146
29972,0.155946576,0.15232877
29973,0.132378508,0.083803943
29974,0.189696103,0.239238768
29975,0.5,0.129340685
29976,0.879127071,0.099750887
29977,0.120432167,0.081983366
29978,0.360723844,0.219777593
29979,0.801393016,0.03075158
29980,0.777365394,0.190326514
29981,0.52353225,0.14973986
29982,0.264467645,0.071952921
29983,0.511636223,0.121635339
29984,0.120474057,0.100111271
29985,0.904436965,0.044330928
29986,0.914129509,0.972057085
29987,0.048863039,0.0530125
29988,0.379489602,0.138784988
29989,0.087230918,0.079611203
29990,0.127718629,0.11558931
29991,0.114886147,0.049887802
29992,0.063208981,0.097296904
29993,0.09897237,0.119576653
29994,0.255705558,0.07227843
29995,0.302967653,0.074095808
29996,0.261698777,0.054634966
29997,0.880093964,0.646137564
29998,0.152516708,0.089713503
29999,0.756108869,0.291865285
30000,0.081206848,0.075877246
30001,0.291655057,0.185823178
30002,0.57556403,0.138885732
30003,0.782800432,0.346363465
30004,0.811450585,0.105540838
30005,0.626992542,0.28816324
30006,0.688758026,0.121408913
30007,0.25900109,0.061021122
30008,0.172405135,0.051456912
30009,0.519540587,0.27174789
30010,0.594041972,0.061764173
30011,0.428168103,0.077537569
30012,0.933810596,0.287455825
30013,0.068542808,0.052252334
30014,0.489324105,0.088583176
30015,0.727173253,0.081473618
30016,0.489193421,0.067558856
30017,0.831986844,0.27966318
30018,0.822916063,0.077666093
30019,0.774932838,0.319035539
30020,0.088670893,0.057724518
30021,0.458469602,0.12073946
30022,0.205992361,0.0693934
30023,0.620568101,0.106527849
30024,0.777098357,0.095030418
30025,0.084630551,0.074055228
30026,0.550691062,0.257460713
30027,0.082746894,0.113325937
30028,0.446708408,0.06180413
30029,0.112856234,0.114958738
30030,0.207859939,0.124990173
30031,0.148252875,0.101181726
30032,0.076682313,0.03352309
30033,0.135587615,0.059257084
30034,0.755191769,0.225613502
30035,0.063505134,0.086930071
30036,0.078260622,0.069829822
30037,0.878859119,0.10490339
30038,0.225223333,0.113846436
30039,0.680998379,0.236976032
30040,0.114360004,0.068631644
30041,0.146255474,0.105618203
30042,0.915828102,0.138875805
30043,0.278357374,0.134195192
30044,0.131329635,0.069311114
30045,0.308658579,0.090262528
30046,0.683797569,0.13524491
30047,0.519641436,0.088023352
30048,0.104262234,0.053062468
30049,0.951298974,0.059795249
30050,0.923330278,0.413172228
30051,0.170319826,0.099544421
30052,0.61250823,0.157382992
30053,0.137485021,0.087207525
30054,0.646519331,0.118540041
30055,0.587000968,0.273808704
30056,0.088195008,0.11894539
30057,0.095844515,0.092035156
30058,0.591717252,0.777940636
30059,0.132647804,0.101055974
30060,0.222106526,0.142958278
30061,0.879862436,0.082940908
30062,0.721659308,0.04441369
30063,0.11204529,0.060940055
30064,0.97367635,0.089380155
30065,0.44464365,0.112566691
30066,0.194739276,0.150760103
30067,0.767613317,0.070723548
30068,0.191768215,0.261528599
30069,0.055634146,0.079419486
30070,0.108516043,0.054266002
30071,0.866875465,0.836533899
30072,0.910686001,0.081138665
30073,0.713676493,0.095681404
30074,0.887080987,0.779091426
30075,0.246906294,0.077631758
30076,0.128781343,0.060043744
30077,0.853748083,0.037535873
30078,0.231262122,0.168886896
30079,0.352584208,0.090372985
30080,0.823238704,0.202824466
30081,0.902024506,0.903814514
30082,0.955142666,0.040080119
30083,0.270350555,0.11415021
30084,0.362582718,0.071119843
30085,0.100647716,0.063447675
30086,0.07424227,0.097439634
30087,0.366397215,0.069757654
30088,0.298148828,0.083949263
30089,0.165330315,0.138543067
30090,0.074855828,0.059271116
30091,0.87426363,0.955121671
30092,0.125111368,0.083469704
30093,0.631609879,0.407065141
30094,0.925422199,0.029937453
30095,0.143400871,0.122475996
30096,0.233122113,0.088102788
30097,0.762711087,0.647727583
30098,0.381720028,0.19628662
30099,0.082288545,0.055603716
30100,0.130057749,0.099338486
30101,0.063788717,0.098274947
30102,0.259362569,0.175310481
30103,0.513216417,0.222213353
30104,0.748596551,0.952833727
30105,0.196087163,0.072104138
30106,0.553737494,0.315139421
30107,0.88609606,0.634529317
30108,0.172229974,0.077879045
30109,0.15923172,0.096731139
30110,0.946610701,0.178587158
30111,0.930164547,0.073610775
30112,0.175875175,0.177039562
30113,0.878092745,0.103079675
30114,0.827023749,0.257025499
30115,0.912553895,0.912490026
30116,0.542812625,0.174152592
30117,0.131362353,0.133365537
30118,0.446750158,0.21629592
30119,0.142099519,0.148812351
30120,0.74577095,0.250377663
30121,0.825409798,0.102264278
30122,0.09346404,0.090995725
30123,0.18140379,0.211819154
30124,0.695744444,0.653003174
30125,0.252345761,0.163876093
30126,0.200664315,0.078954257
30127,0.430990108,0.232706838
30128,0.830913372,0.367217755
30129,0.857772226,0.089351719
30130,0.44666108,0.340204296
30131,0.735771624,0.037144371
30132,0.145659161,0.139046125
30133,0.089171779,0.073240917
30134,0.950191633,0.173227122
30135,0.490520725,0.167153268
30136,0.436741123,0.100704343
30137,0.135203217,0.072978103
30138,0.531148708,0.063037802
30139,0.780045739,0.143683178
30140,0.075178379,0.121321526
30141,0.220549534,0.123114209
30142,0.895592601,0.804475339
30143,0.401462824,0.076313552
30144,0.779705208,0.643352754
30145,0.563831414,0.050646757
30146,0.151816958,0.116252674
30147,0.675721822,0.129965975
30148,0.72656487,0.184696476
30149,0.073454557,0.051874067
30150,0.881267296,0.856409921
30151,0.917189314,0.95453352
30152,0.131183377,0.129256242
30153,0.979088449,0.125233424
30154,0.961779366,0.203712344
30155,0.772927918,0.678225003
30156,0.684458536,0.135322592
30157,0.166387923,0.38588425
30158,0.828358829,0.708494008
30159,0.22058076,0.134173135
30160,0.757211147,0.240607762
30161,0.196551383,0.075151078
30162,0.379989742,0.16735052
30163,0.089127874,0.069621251
30164,0.937561424,0.992087427
30165,0.245921165,0.120798138
30166,0.842243386,0.097376602
30167,0.11793114,0.102825559
30168,0.168427469,0.149721119
30169,0.132657574,0.128284645
30170,0.071854054,0.311898868
30171,0.121571285,0.119393618
30172,0.723861115,0.745722381
30173,0.763238613,0.119868082
30174,0.847264923,0.584295413
30175,0.219023752,0.117559932
30176,0.899415385,0.058442528
30177,0.87620741,0.266563051
30178,0.735627097,0.159391649
30179,0.132720122,0.070594051
30180,0.444508041,0.162566422
30181,0.85544125,0.040066486
30182,0.915030557,0.942091062
30183,0.841278207,0.847076818
30184,0.40944121,0.124058688
30185,0.781993876,0.091582676
30186,0.5,0.075228948
30187,0.5,0.107169534
30188,0.895573652,0.634359354
30189,0.070864078,0.123272325
30190,0.133824134,0.06566349
30191,0.566610988,0.198686971
30192,0.322975668,0.041479284
30193,0.484439768,0.152595467
30194,0.086237462,0.058664474
30195,0.577157254,0.150798116
30196,0.919088896,0.945568708
30197,0.851667636,0.336458128
30198,0.697023143,0.140298372
30199,0.121168555,0.116245099
30200,0.824712329,0.417602066
30201,0.060260277,0.051929004
30202,0.336932819,0.130970751
30203,0.925221972,0.968849363
30204,0.177884869,0.082938223
30205,0.119832551,0.108067432
30206,0.309107632,0.263503173
30207,0.907856995,0.764045444
30208,0.347757463,0.132238105
30209,0.086131603,0.12581816
30210,0.943763703,0.042335404
30211,0.145933966,0.186771357
30212,0.399622396,0.056006639
30213,0.920518144,0.101983076
30214,0.576916676,0.081825033
30215,0.190235979,0.15929221
30216,0.659462624,0.509912549
30217,0.869807837,0.935833218
30218,0.115860222,0.053250117
30219,0.70898281,0.086493794
30220,0.935435608,0.053549979
30221,0.139209743,0.114000321
30222,0.13411034,0.133015847
30223,0.767969008,0.743771319
30224,0.279789512,0.042361045
30225,0.138136182,0.122587221
30226,0.804908245,0.07555689
30227,0.917404465,0.133389036
30228,0.295152906,0.048352664
30229,0.440078527,0.043810217
30230,0.276660883,0.119893501
30231,0.491768046,0.104511925
30232,0.52072473,0.083606705
30233,0.187747114,0.084632225
30234,0.229242897,0.24097564
30235,0.225970069,0.076863113
30236,0.948376813,0.238854737
30237,0.812379299,0.035596703
30238,0.243261156,0.19371007
30239,0.66610988,0.132235189
30240,0.924349774,0.061817444
30241,0.910466908,0.157170971
30242,0.524955616,0.114628038
30243,0.816139125,0.510122599
30244,0.144043204,0.109725454
30245,0.718468935,0.12036725
30246,0.950792979,0.140058895
30247,0.260252354,0.052760667
30248,0.936968261,0.525521144
30249,0.963521335,0.863856854
30250,0.293512306,0.15695194
30251,0.951804182,0.161949368
30252,0.463407298,0.120422758
30253,0.926404967,0.062210102
30254,0.13795355,0.191538655
30255,0.133473229,0.177193861
30256,0.86706784,0.600545154
30257,0.943365852,0.201964798
30258,0.251721482,0.131888807
30259,0.187315781,0.133505534
30260,0.623786052,0.31820607
30261,0.879261418,0.037563461
30262,0.606567798,0.065340068
30263,0.104855279,0.082149254
30264,0.240134419,0.110387418
30265,0.304601085,0.055549412
30266,0.02971751,0.052945211
30267,0.160207714,0.089751175
30268,0.302619906,0.116078852
30269,0.895920529,0.071727335
30270,0.945088519,0.131862969
30271,0.909460726,0.10257763
30272,0.259820602,0.159864985
30273,0.213486114,0.379935835
30274,0.580720474,0.395134971
30275,0.3140605,0.067740666
30276,0.136110188,0.078513798
30277,0.701732179,0.071323898
30278,0.705777497,0.086990529
30279,0.841689106,0.144384426
30280,0.829998463,0.817110782
30281,0.136052124,0.14910721
30282,0.084698231,0.071441275
30283,0.101283352,0.092551009
30284,0.282290049,0.09686481
30285,0.8030999,0.038639227
30286,0.189295101,0.087056265
30287,0.095412021,0.072591607
30288,0.525384798,0.155872167
30289,0.405349103,0.14553516
30290,0.121587607,0.098374774
30291,0.153141289,0.105270685
30292,0.835966555,0.47117175
30293,0.479749063,0.130330072
30294,0.901971775,0.72163378
30295,0.103377344,0.080767494
30296,0.667276983,0.660366992
30297,0.072662046,0.033446693
30298,0.467776566,0.121689598
30299,0.721713257,0.080978872
30300,0.745360239,0.043567266
30301,0.598129207,0.253966311
30302,0.25587983,0.095062366
