respondent_id,xyz_vaccine,seasonal_vaccine
33737,0.693320747,0.144429415
33738,0.579199659,0.667218984
33739,0.08200386,0.055472856
33740,0.905151929,0.124715574
33741,0.373963652,0.519321425
33742,0.408800338,0.169145601
33743,0.939532643,0.120884207
33744,0.077411255,0.474652265
33745,0.377000005,0.146598563
33746,0.762187123,0.164787358
33747,0.129821991,0.14573897
33748,0.959432064,0.146593389
33749,0.977759824,0.942527119
33750,0.560308011,0.483837664
33751,0.787450525,0.752100329
33752,0.592292007,0.494344204
33753,0.418530399,0.028638689
33754,0.850405144,0.584996047
33755,0.295588015,0.306773223
33756,0.269692863,0.12387377
33757,0.363214839,0.290894519
33758,0.918243374,0.709259345
33759,0.176808072,0.060350908
33760,0.345521261,0.076426147
33761,0.24025471,0.167144299
33762,0.310385701,0.368214923
33763,0.683715858,0.502410371
33764,0.305470927,0.325743436
33765,0.729970578,0.199346985
33766,0.188092563,0.007050134
33767,0.504108128,0.112668489
33768,0.104796189,0.497638293
33769,0.329201573,0.114566114
33770,0.328465596,0.386999809
33771,0.196030239,0.325320857
33772,0.031133524,0.079085944
33773,0.743163565,0.18149092
33774,0.222107808,0.06701931
33775,0.217978158,0.048361214
33776,0.577652802,0.463355412
33777,0.305852305,0.128119242
33778,0.363404063,0.057509747
33779,0.83852917,0.050561808
33780,0.311458952,0.028130187
33781,0.042383972,0.009738088
33782,0.097012303,0.022445214
33783,0.645816961,0.087003952
33784,0.226034224,0.061157516
33785,0.283758352,0.106731945
33786,0.392840891,0.166577325
33787,0.511688495,0.082649896
33788,0.623720713,0.166476954
33789,0.329125561,0.060771849
33790,0.123024963,0.104759662
33791,0.124549516,0.040972504
33792,0.026273069,0.011732652
33793,0.65694964,0.423223238
33794,0.123202201,0.093533578
33795,0.938632605,0.676847366
33796,0.448529456,0.516845045
33797,0.686462561,0.295141721
33798,0.803368366,0.039940588
33799,0.906672884,0.325682708
33800,0.405900702,0.184283465
33801,0.86829285,0.099914791
33802,0.098998768,0.037490761
33803,0.794171007,0.287102162
33804,0.199230451,0.077970128
33805,0.923774127,0.872553024
33806,0.071879246,0.031209354
33807,0.783522505,0.166114902
33808,0.220275112,0.098979055
33809,0.033504652,0.046835805
33810,0.241026881,0.221585139
33811,0.177580903,0.115776303
33812,0.032630431,0.002116268
33813,0.43568223,0.57920874
33814,0.219138854,0.079133023
33815,0.929961416,0.207952573
33816,0.734054056,0.104924224
33817,0.157101926,0.076531819
33818,0.777052965,0.700719457
33819,0.899123842,0.907074443
33820,0.207987745,0.036949247
33821,0.947928998,0.381338294
33822,0.660865823,0.150769849
33823,0.108161042,0.056704715
33824,0.218193994,0.102821106
33825,0.620983908,0.232049553
33826,0.483584284,0.178444536
33827,0.275591771,0.207794504
33828,0.518088151,0.673522304
33829,0.766624577,0.597276141
33830,0.660794777,0.34116919
33831,0.889876469,0.5247306
33832,0.76703804,0.600748678
33833,0.470940632,0.049399843
33834,0.045822759,0.012086632
33835,0.093126723,0.040097112
33836,0.034239422,0.008200265
33837,0.34626105,0.062947028
33838,0.193142202,0.02261531
33839,0.039116836,0.038288099
33840,0.08147683,0.045955918
33841,0.832503289,0.684580973
33842,0.065789149,0.064621755
33843,0.228283744,0.106695826
33844,0.258202817,0.137793416
33845,0.777634958,0.363473794
33846,0.249959527,0.050458806
33847,0.470929781,0.179657701
33848,0.243255566,0.031984046
33849,0.051687773,0.161779817
33850,0.114895292,0.085267512
33851,0.493589906,0.044771337
33852,0.637330501,0.495910944
33853,0.873680281,0.062490497
33854,0.011366481,0.004844264
33855,0.938789532,0.537327679
33856,0.205594022,0.026680274
33857,0.784082012,0.032184578
33858,0.462827929,0.142232586
33859,0.459726072,0.140769475
33860,0.033782394,0.026593956
33861,0.259473725,0.388675305
33862,0.773198464,0.07292084
33863,0.152419381,0.031805074
33864,0.958606767,0.179185792
33865,0.073951509,0.033549325
33866,0.668062393,0.499334479
33867,0.226123354,0.315803906
33868,0.394135902,0.056490789
33869,0.0286295,0.015974018
33870,0.257094974,0.075086516
33871,0.868997428,0.069612798
33872,0.700969343,0.311921783
33873,0.163888203,0.024966738
33874,0.248349774,0.182873422
33875,0.931374609,0.79948865
33876,0.017666211,0.012033805
33877,0.779570165,0.579424308
33878,0.682307444,0.37505123
33879,0.168667727,0.063959402
33880,0.10560407,0.056241426
33881,0.252828989,0.01024884
33882,0.429606399,0.162004023
33883,0.151878516,0.109159354
33884,0.297589829,0.152032865
33885,0.706267125,0.12787838
33886,0.434892609,0.130245835
33887,0.18941475,0.203118847
33888,0.46748455,0.210272318
33889,0.594693775,0.190834134
33890,0.331189914,0.153285091
33891,0.970578792,0.175454645
33892,0.90761621,0.574715146
33893,0.213736988,0.087585023
33894,0.94770478,0.819440216
33895,0.099339536,0.105079149
33896,0.887440948,0.232399248
33897,0.127354095,0.068004926
33898,0.509250302,0.064322918
33899,0.141470578,0.051374445
33900,0.084842067,0.051766543
33901,0.127818907,0.051417669
33902,0.763139557,0.107537301
33903,0.078901638,0.112089199
33904,0.905786145,0.121407206
33905,0.283451727,0.080652755
33906,0.357705509,0.474559797
33907,0.781882934,0.088717301
33908,0.221936913,0.036557489
33909,0.947534292,0.067958854
33910,0.577601405,0.633683367
33911,0.502684122,0.254337611
33912,0.053849049,0.062134298
33913,0.842595388,0.455983789
33914,0.420191402,0.084996658
33915,0.957497577,0.813390405
33916,0.771598394,0.641071583
33917,0.120183429,0.009319152
33918,0.233610252,0.159212483
33919,0.180410076,0.088256133
33920,0.824127391,0.854146006
33921,0.539021506,0.18979727
33922,0.677525485,0.310648254
33923,0.670965615,0.333350565
33924,0.485416581,0.07717246
33925,0.124924076,0.070810451
33926,0.724054145,0.022048487
33927,0.685445228,0.49894819
33928,0.071374816,0.057509533
33929,0.036058502,0.044524812
33930,0.762695983,0.373753745
33931,0.685384536,0.053441901
33932,0.08036795,0.400394536
33933,0.75925725,0.66560482
33934,0.939843901,0.315892333
33935,0.430749016,0.095105543
33936,0.851700819,0.084460545
33937,0.596492591,0.282124527
33938,0.919103756,0.58805832
33939,0.853074822,0.808532127
33940,0.026622512,0.064134677
33941,0.133594785,0.074098003
33942,0.227116798,0.075182899
33943,0.526838459,0.199253648
33944,0.03883434,0.057100317
33945,0.820479918,0.133393043
33946,0.899616696,0.058609701
33947,0.489206257,0.193180107
33948,0.273878765,0.109696229
33949,0.933597145,0.797003811
33950,0.061303137,0.022115252
33951,0.681656392,0.112048849
33952,0.075205784,0.023785251
33953,0.468036367,0.04539384
33954,0.943880837,0.796044511
33955,0.766492241,0.669891738
33956,0.069545981,0.006399085
33957,0.447835142,0.120212089
33958,0.087379954,0.073546015
33959,0.731221494,0.423848234
33960,0.078727928,0.037808581
33961,0.074646062,0.029504938
33962,0.938209049,0.319196452
33963,0.051165484,0.007834149
33964,0.443592025,0.012459342
33965,0.880503868,0.691572751
33966,0.698342499,0.620983495
33967,0.326278196,0.150656832
33968,0.62742644,0.345351492
33969,0.59817722,0.235338637
33970,0.500846332,0.171868716
33971,0.237008249,0.035951858
33972,0.713665816,0.232469045
33973,0.173008965,0.106263928
33974,0.083261679,0.019779866
33975,0.110249469,0.06418779
33976,0.3008995,0.302602433
33977,0.314498333,0.188865502
33978,0.451717323,0.168829031
33979,0.233128943,0.081676815
33980,0.103334626,0.049846988
33981,0.803700936,0.349589528
33982,0.56911822,0.15737876
33983,0.445366206,0.662961815
33984,0.312223026,0.161077444
33985,0.026655928,0.009409232
33986,0.335873865,0.11710149
33987,0.383468213,0.069457305
33988,0.596575352,0.394369681
33989,0.172816481,0.059380471
33990,0.955269418,0.108179341
33991,0.008559503,0.003997118
33992,0.303735101,0.111567808
33993,0.097112404,0.05587472
33994,0.227515838,0.110190225
33995,0.458710509,0.517765829
33996,0.805887702,0.308912814
33997,0.849157025,0.107637537
33998,0.227902356,0.161645228
33999,0.595053891,0.409808592
34000,0.839967727,0.135663422
34001,0.426617976,0.477211134
34002,0.918115054,0.0613701
34003,0.304558648,0.145338687
34004,0.959016654,0.864163339
34005,0.168812947,0.104600856
34006,0.222296009,0.071099178
34007,0.370215564,0.28040115
34008,0.822494302,0.261440835
34009,0.320686724,0.070288109
34010,0.172632032,0.120396989
34011,0.921922248,0.645874075
34012,0.542989675,0.322023813
34013,0.100639899,0.028891385
34014,0.860409445,0.416278505
34015,0.054290872,0.028432236
34016,0.256051001,0.098397794
34017,0.44153958,0.016144123
34018,0.263863685,0.485689939
34019,0.652282757,0.349322258
34020,0.486562056,0.046618599
34021,0.314210961,0.168339864
34022,0.885565894,0.412996153
34023,0.82959929,0.294419018
34024,0.041404713,0.021926473
34025,0.415730396,0.025764195
34026,0.711311931,0.040962194
34027,0.287555307,0.184061106
34028,0.382796994,0.186887143
34029,0.852206941,0.117749598
34030,0.373653015,0.105427368
34031,0.617312213,0.027265686
34032,0.76893476,0.482988388
34033,0.814315923,0.463876893
34034,0.123491277,0.062967462
34035,0.915440238,0.236899542
34036,0.737900934,0.422737594
34037,0.775535121,0.266914044
34038,0.037555251,0.007819146
34039,0.877004499,0.312035484
34040,0.351113269,0.196270987
34041,0.627682648,0.194593024
34042,0.972397789,0.706323634
34043,0.87136783,0.641413936
34044,0.16569861,0.021339196
34045,0.11895673,0.014524376
34046,0.186882458,0.031577073
34047,0.791890539,0.239980121
34048,0.593038809,0.192815512
34049,0.072529113,0.007433483
34050,0.40042573,0.228479723
34051,0.146390478,0.120437317
34052,0.224599844,0.088655784
34053,0.384457274,0.097718262
34054,0.049588846,0.269494691
34055,0.151846858,0.087803278
34056,0.955395352,0.201031231
34057,0.770062801,0.576023508
34058,0.355029781,0.11236117
34059,0.848575176,0.738799111
34060,0.777551178,0.215421451
34061,0.442819025,0.42973436
34062,0.599582405,0.025372792
34063,0.282224839,0.758409174
34064,0.790445123,0.264859726
34065,0.334864708,0.109283556
34066,0.662105435,0.101712613
34067,0.647001764,0.464650596
34068,0.020055214,0.008975058
34069,0.267738202,0.072178409
34070,0.135751545,0.070578784
34071,0.963795791,0.132005684
34072,0.438511419,0.239437907
34073,0.104347969,0.76529758
34074,0.9448939,0.077335818
34075,0.751065104,0.15024197
34076,0.230937679,0.099450593
34077,0.969927949,0.728577131
34078,0.16149282,0.046533846
34079,0.621211295,0.241780484
34080,0.107860411,0.090825119
34081,0.768626034,0.365081464
34082,0.056253131,0.303768371
34083,0.441687816,0.085092528
34084,0.287589993,0.079456771
34085,0.931144388,0.10554525
34086,0.166685207,0.074607232
34087,0.757726936,0.583760963
34088,0.068631419,0.039009695
34089,0.505564887,0.138290087
34090,0.080575335,0.237570084
34091,0.585133069,0.069708385
34092,0.215887533,0.128579486
34093,0.452538741,0.075104098
34094,0.643311423,0.454579925
34095,0.139158633,0.07025078
34096,0.012535045,0.096458965
34097,0.834643696,0.155354845
34098,0.103534974,0.087122597
34099,0.17556873,0.087768077
34100,0.358499599,0.464744955
34101,0.178445595,0.017089024
34102,0.08903714,0.031603218
34103,0.050620359,0.020487995
34104,0.042877746,0.031518899
34105,0.771541909,0.010418247
34106,0.335048555,0.194989654
34107,0.792790334,0.37213114
34108,0.142119066,0.131733123
34109,0.183266731,0.09012093
34110,0.020830417,0.046562244
34111,0.068960898,0.033058352
34112,0.287434056,0.208736017
34113,0.495432088,0.368350371
34114,0.010822735,0.005739895
34115,0.088626984,0.034336226
34116,0.55116691,0.54151572
34117,0.367810313,0.113552994
34118,0.159486985,0.062027404
34119,0.03651076,0.034093012
34120,0.066537867,0.016450574
34121,0.339974379,0.100598072
34122,0.85820994,0.663138465
34123,0.228105,0.09667355
34124,0.833870513,0.485214384
34125,0.096974116,0.059692508
34126,0.271570153,0.13039909
34127,0.652075246,0.049593146
34128,0.257468707,0.198230072
34129,0.422721162,0.049839983
34130,0.841855162,0.335233151
34131,0.958376119,0.096939055
34132,0.183165646,0.105179614
34133,0.563430707,0.045862301
34134,0.885254812,0.441303636
34135,0.799923917,0.354069674
34136,0.379491404,0.09380687
34137,0.453804357,0.34105064
34138,0.639673551,0.878910727
34139,0.460999495,0.074265848
34140,0.226772655,0.063052384
34141,0.829135289,0.411094543
34142,0.451770824,0.296465804
34143,0.536327625,0.0591926
34144,0.935120829,0.822610752
34145,0.597609207,0.403434163
34146,0.834988561,0.740539403
34147,0.121986677,0.077919247
34148,0.873670586,0.235507312
34149,0.849314203,0.098603298
34150,0.973297077,0.15264425
34151,0.373228551,0.085464094
34152,0.798344758,0.139020178
34153,0.818337608,0.145530619
34154,0.424566664,0.171553716
34155,0.180174804,0.030470002
34156,0.293283449,0.085163555
34157,0.315660413,0.134487938
34158,0.671639969,0.175784905
34159,0.862068024,0.290994415
34160,0.045902614,0.047202612
34161,0.727603395,0.176010372
34162,0.245056589,0.123350461
34163,0.524476173,0.031550836
34164,0.152357864,0.064530026
34165,0.941146213,0.222900884
34166,0.64872457,0.386583121
34167,0.739477642,0.493877965
34168,0.197216054,0.140985119
34169,0.370756871,0.194311811
34170,0.795649419,0.532808418
34171,0.209094994,0.088620003
34172,0.27440232,0.055834169
34173,0.121925991,0.020483606
34174,0.245300379,0.040858413
34175,0.301555832,0.30291074
34176,0.176480744,0.211205534
34177,0.428829396,0.060061889
34178,0.110878333,0.082833993
34179,0.560411139,0.170526965
34180,0.108798602,0.090631599
34181,0.725907819,0.247457608
34182,0.40292632,0.196661246
34183,0.11768372,0.01675556
34184,0.56809014,0.110682034
34185,0.496565816,0.086640229
34186,0.258080768,0.091403485
34187,0.907042601,0.108112708
34188,0.357327929,0.201250407
34189,0.8669837,0.089774208
34190,0.199378746,0.145009809
34191,0.163703516,0.081434502
34192,0.956141066,0.404055376
34193,0.818747638,0.19336652
34194,0.141817966,0.109904978
34195,0.941333214,0.902758596
34196,0.057313378,0.024311736
34197,0.871528565,0.875871102
34198,0.583418751,0.193777936
34199,0.949569537,0.060528939
34200,0.735346686,0.312371586
34201,0.896631849,0.099395129
34202,0.803662842,0.046246606
34203,0.594591923,0.043349706
34204,0.858876065,0.041404097
34205,0.807263926,0.436648624
34206,0.408225771,0.09930733
34207,0.234335572,0.095687593
34208,0.260486514,0.107781349
34209,0.263869832,0.176794816
34210,0.833184534,0.590631568
34211,0.217923431,0.180192037
34212,0.355203956,0.047105865
34213,0.892802634,0.188790219
34214,0.821173141,0.346574062
34215,0.144307002,0.08844181
34216,0.974582725,0.255071982
34217,0.768881532,0.143798501
34218,0.794106363,0.062628995
34219,0.700134869,0.226326675
34220,0.894909595,0.348627116
34221,0.90163752,0.16810865
34222,0.570941994,0.596169957
34223,0.964056941,0.11737642
34224,0.471058,0.105160516
34225,0.706107038,0.162440215
34226,0.037532626,0.002854864
34227,0.108784415,0.01148712
34228,0.020023374,0.004556847
34229,0.666273462,0.044828871
34230,0.512677896,0.039271827
34231,0.48643045,0.144204677
34232,0.951392647,0.059140881
34233,0.155481783,0.082735186
34234,0.881077455,0.6133359
34235,0.643299186,0.409436411
34236,0.254455667,0.08235542
34237,0.194643737,0.232911263
34238,0.224753835,0.033063265
34239,0.538080795,0.097762836
34240,0.03624581,0.042223656
34241,0.593438915,0.324128702
34242,0.119330026,0.127501258
34243,0.161151067,0.023174943
34244,0.872457511,0.320183899
34245,0.911246233,0.822637927
34246,0.815530453,0.212289118
34247,0.035496169,0.068595553
34248,0.882144215,0.137318477
34249,0.052894728,0.042616586
34250,0.626772721,0.393410311
34251,0.143266116,0.04472744
34252,0.808624559,0.725525548
34253,0.048675256,0.05211052
34254,0.532824912,0.368722471
34255,0.396356955,0.236949577
34256,0.353908958,0.15321359
34257,0.346002249,0.130582239
34258,0.35859395,0.077275062
34259,0.165397268,0.029902715
34260,0.190296362,0.135525566
34261,0.068655533,0.057702838
34262,0.908389579,0.853429351
34263,0.047172666,0.378207734
34264,0.26313065,0.166057177
34265,0.081718493,0.051567489
34266,0.819904649,0.56833555
34267,0.596728401,0.672132685
34268,0.180281915,0.097069786
34269,0.151007063,0.076201882
34270,0.387033315,0.107683334
34271,0.637274858,0.046064726
34272,0.064661282,0.04928305
34273,0.475771213,0.139237404
34274,0.138521808,0.035324112
34275,0.707389759,0.458947516
34276,0.636507548,0.441374909
34277,0.783745478,0.368264015
34278,0.338201462,0.384173202
34279,0.10064702,0.065375391
34280,0.089508463,0.005443537
34281,0.226056537,0.231943126
34282,0.552396668,0.176450856
34283,0.908930288,0.727302186
34284,0.670580691,0.109667264
34285,0.225162849,0.059694776
34286,0.549866119,0.093918502
34287,0.260163185,0.183693051
34288,0.646048874,0.630027032
34289,0.252052426,0.055325785
34290,0.966875731,0.821416096
34291,0.512797028,0.100260067
34292,0.303828572,0.100418148
34293,0.481962246,0.262893634
34294,0.183621453,0.056073294
34295,0.714217347,0.207945186
34296,0.394990357,0.100798371
34297,0.940312121,0.780175648
34298,0.542543312,0.086507252
34299,0.006107719,0.002452289
34300,0.111384556,0.099608068
34301,0.567868356,0.312439691
34302,0.667703792,0.123176432
34303,0.442234552,0.075866291
34304,0.256146266,0.082007943
34305,0.100826419,0.058484855
34306,0.711811877,0.451576471
34307,0.147416053,0.117114832
34308,0.148437914,0.016712677
34309,0.221689781,0.077458629
34310,0.109088621,0.052144164
34311,0.362412082,0.044127656
34312,0.136042248,0.067752305
34313,0.735930324,0.519872569
34314,0.148817095,0.053111273
34315,0.302712098,0.158585775
34316,0.946732231,0.731978268
34317,0.894989431,0.020953154
34318,0.81035515,0.330675936
34319,0.751239605,0.244489987
34320,0.709601712,0.137141264
34321,0.294287065,0.127746568
34322,0.418253813,0.222628164
34323,0.1870616,0.112989836
34324,0.602662853,0.566406827
34325,0.192927604,0.01417702
34326,0.32487536,0.138968232
34327,0.93083984,0.642971527
34328,0.216638789,0.092163433
34329,0.822922541,0.1776861
34330,0.853648828,0.609427628
34331,0.129801075,0.324627448
34332,0.536390966,0.471051688
34333,0.233883071,0.056626796
34334,0.358148261,0.438815628
34335,0.039091413,0.020054441
34336,0.147565,0.041789708
34337,0.245291434,0.364302388
34338,0.953101028,0.781119978
34339,0.133485698,0.063293646
34340,0.505924731,0.099290946
34341,0.409174161,0.162256321
34342,0.659029812,0.368690551
34343,0.113896297,0.092699253
34344,0.723526279,0.222150916
34345,0.093930871,0.091593442
34346,0.122006922,0.097316626
34347,0.37384763,0.154214082
34348,0.887831633,0.103213631
34349,0.879915966,0.453598655
34350,0.483864425,0.243137614
34351,0.0510988,0.031548542
34352,0.530870277,0.214422866
34353,0.048790175,0.021017635
34354,0.287904878,0.23649617
34355,0.790225919,0.367952702
34356,0.494889606,0.52966957
34357,0.907484418,0.58567394
34358,0.473918346,0.107987836
34359,0.130632601,0.03775517
34360,0.571245111,0.086047991
34361,0.551632903,0.04425175
34362,0.282137721,0.098600503
34363,0.803862836,0.543106578
34364,0.717653445,0.274587114
34365,0.816120563,0.650177856
34366,0.853429072,0.085091279
34367,0.083636811,0.141847084
34368,0.21695078,0.061138011
34369,0.562324845,0.090350789
34370,0.351523151,0.075808441
34371,0.445544482,0.054672062
34372,0.18409405,0.017394087
34373,0.26989569,0.034708626
34374,0.822337435,0.06730403
34375,0.310702108,0.069673687
34376,0.647163876,0.142869541
34377,0.578854776,0.292038818
34378,0.949517704,0.02163419
34379,0.643010958,0.162448595
34380,0.491125379,0.141562396
34381,0.590728088,0.113762817
34382,0.810829154,0.370802497
34383,0.25160729,0.04677133
34384,0.739758884,0.192094546
34385,0.90208458,0.071589072
34386,0.869352129,0.26621569
34387,0.237850088,0.057450998
34388,0.611284953,0.213953794
34389,0.810361178,0.538368313
34390,0.961477,0.589790294
34391,0.349505824,0.097101026
34392,0.18697833,0.085720609
34393,0.610066325,0.04139745
34394,0.05097563,0.019411397
34395,0.139749216,0.151191464
34396,0.53831222,0.114316593
34397,0.096043724,0.074565775
34398,0.395698107,0.424504812
34399,0.404489434,0.041590416
34400,0.917880765,0.961311961
34401,0.080022571,0.223245568
34402,0.200656455,0.113220412
34403,0.414483478,0.045245818
34404,0.802162894,0.02986102
34405,0.106637788,0.031207435
34406,0.868494755,0.763866405
34407,0.801646941,0.592027079
34408,0.392863992,0.082491408
34409,0.584597592,0.037576555
34410,0.842281271,0.15015728
34411,0.166005005,0.103448754
34412,0.400436867,0.110671154
34413,0.078044968,0.007567554
34414,0.93682226,0.826096717
34415,0.323098702,0.083405315
34416,0.383357642,0.222756342
34417,0.651812587,0.121780571
34418,0.592426491,0.183729888
34419,0.282849111,0.092648966
34420,0.231389062,0.071611522
34421,0.781849398,0.347030836
34422,0.150603638,0.030749997
34423,0.479035095,0.217158954
34424,0.93398406,0.071631497
34425,0.039302187,0.034377852
34426,0.006382972,0.006122359
34427,0.798513248,0.729054584
34428,0.293460061,0.103302785
34429,0.535804039,0.115803649
34430,0.44214533,0.628270424
34431,0.751938873,0.031713094
34432,0.279089736,0.086378601
34433,0.853974968,0.458179302
34434,0.849020757,0.730410043
34435,0.70043066,0.430221888
34436,0.922688699,0.195237999
34437,0.020645799,0.00788183
34438,0.492269938,0.109670523
34439,0.168532539,0.036252913
34440,0.394847208,0.123058474
34441,0.135762845,0.031000391
34442,0.391397138,0.046948855
34443,0.198989687,0.114028821
34444,0.364995086,0.122007246
34445,0.008932813,0.014380447
34446,0.031044737,0.010334374
34447,0.786041389,0.085320997
34448,0.07541253,0.047822948
34449,0.286266499,0.04303702
34450,0.79734902,0.565118783
34451,0.284931021,0.105655018
34452,0.827644042,0.742454711
34453,0.541619429,0.168108579
34454,0.36918602,0.120985126
34455,0.255744757,0.312987351
34456,0.661635962,0.187800912
34457,0.856389668,0.575825014
34458,0.553274615,0.067087693
34459,0.408464359,0.104720373
34460,0.267962038,0.401229481
34461,0.16498789,0.166784734
34462,0.099157173,0.03688042
34463,0.723837302,0.355113415
34464,0.183176252,0.038043511
34465,0.066981722,0.015933645
34466,0.078030003,0.034269855
34467,0.881133405,0.453744394
34468,0.915081116,0.673775549
34469,0.262573755,0.331866915
34470,0.906524911,0.679290299
34471,0.128370364,0.042697505
34472,0.940930217,0.73467046
34473,0.302321633,0.046950101
34474,0.659754337,0.014060741
34475,0.220819576,0.068713359
34476,0.913868344,0.169761086
34477,0.327115772,0.283403789
34478,0.630062315,0.141710991
34479,0.035276684,0.014328973
34480,0.189248425,0.077460029
34481,0.631977091,0.222695795
34482,0.723449112,0.376521628
34483,0.6086955,0.37413215
34484,0.086531516,0.069788998
34485,0.805966914,0.390835086
34486,0.321315859,0.111720501
34487,0.188808964,0.116367773
34488,0.705123457,0.118826121
34489,0.170615136,0.098561012
34490,0.899348338,0.223498947
34491,0.693654805,0.056319652
34492,0.140315739,0.079383548
34493,0.642767059,0.073030128
34494,0.745060945,0.242836128
34495,0.461780599,0.122331672
34496,0.454672179,0.41373177
34497,0.542094412,0.5210954
34498,0.222919612,0.08032873
34499,0.539867736,0.119273546
34500,0.68353766,0.068359698
34501,0.783141795,0.478300141
34502,0.217894297,0.082083919
34503,0.363854408,0.117155249
34504,0.246156085,0.114368288
34505,0.13276538,0.103187272
34506,0.138402547,0.06808863
34507,0.124888538,0.075665338
34508,0.852917389,0.118068026
34509,0.432291908,0.464172981
34510,0.708100645,0.026460819
34511,0.1771645,0.094476424
34512,0.341072248,0.054381443
34513,0.923876006,0.257663692
34514,0.699053852,0.022058041
34515,0.346298558,0.101955609
34516,0.587090035,0.181564276
34517,0.329541557,0.161760832
34518,0.361328979,0.02771013
34519,0.172557701,0.08994955
34520,0.512723459,0.123195383
34521,0.749513193,0.496425896
34522,0.755660454,0.316761698
34523,0.172051354,0.08109605
34524,0.928833757,0.265926592
34525,0.108581457,0.078347954
34526,0.182620684,0.584173738
34527,0.226099824,0.030361777
34528,0.052049522,0.39557967
34529,0.743956517,0.317865062
34530,0.4850425,0.1762181
34531,0.376833037,0.062886914
34532,0.11548326,0.063838274
34533,0.91506175,0.095818806
34534,0.31145791,0.075707825
34535,0.237787693,0.106713674
34536,0.813631081,0.084001001
34537,0.165504958,0.065263738
34538,0.520741012,0.282939475
34539,0.280856823,0.076823485
34540,0.653024982,0.026252581
34541,0.596123052,0.285196877
34542,0.626782024,0.645008277
34543,0.486179545,0.124225605
34544,0.093502631,0.020776783
34545,0.926843199,0.489199648
34546,0.333913837,0.180447944
34547,0.630884141,0.117463848
34548,0.375018773,0.1060246
34549,0.181377013,0.075614375
34550,0.443938599,0.016108755
34551,0.66864311,0.324054271
34552,0.068937537,0.071902718
34553,0.94031326,0.859817392
34554,0.136630966,0.15201868
34555,0.06089619,0.025790185
34556,0.406454946,0.070793388
34557,0.703955509,0.386412542
34558,0.687971415,0.291945928
34559,0.049492707,0.02991669
34560,0.163231603,0.085087798
34561,0.19268968,0.074486232
34562,0.105208528,0.048528533
34563,0.218649459,0.020795874
34564,0.941891573,0.163423025
34565,0.56158164,0.368131862
34566,0.855201215,0.070799741
34567,0.111941792,0.182059262
34568,0.143650951,0.082000119
34569,0.61275536,0.129573346
34570,0.610528988,0.207331845
34571,0.87909055,0.654579639
34572,0.635320617,0.292164479
34573,0.182843213,0.087125193
34574,0.238371315,0.08915763
34575,0.468655024,0.145771987
34576,0.325646641,0.381378569
34577,0.902275949,0.064246123
34578,0.775552871,0.2816594
34579,0.361034589,0.187322029
34580,0.069447739,0.05490159
34581,0.017353001,0.008687555
34582,0.419281647,0.111697766
34583,0.85064085,0.066137409
34584,0.456415593,0.150063971
34585,0.064599419,0.025311331
34586,0.061914025,0.024994366
34587,0.764548657,0.510830888
34588,0.625186789,0.171387151
34589,0.887496413,0.424106974
34590,0.919598641,0.824999334
34591,0.125586241,0.078061445
34592,0.863010888,0.182252845
34593,0.401791813,0.512740976
34594,0.171025514,0.291462677
34595,0.355041192,0.147170781
34596,0.700657932,0.573487139
34597,0.316776499,0.16423271
34598,0.145443032,0.128066546
34599,0.786809127,0.585320843
34600,0.739852042,0.400447359
34601,0.467386782,0.1648529
34602,0.283742583,0.050354171
34603,0.077881814,0.079618732
34604,0.463842238,0.085401222
34605,0.538125642,0.16988323
34606,0.115391498,0.030618853
34607,0.773964445,0.223862854
34608,0.790314987,0.341752279
34609,0.331522157,0.034438398
34610,0.026942188,0.019354474
34611,0.06547954,0.020057054
34612,0.015340847,0.022217313
34613,0.210902466,0.135840147
34614,0.846097504,0.578883864
34615,0.185214723,0.052951014
34616,0.58103896,0.29422949
34617,0.015517878,0.020477961
34618,0.597931359,0.178968374
34619,0.084030382,0.061611297
34620,0.631602008,0.481190914
34621,0.675928333,0.2172709
34622,0.318613156,0.100646148
34623,0.960112433,0.927671643
34624,0.312155062,0.279882806
34625,0.842717863,0.74274835
34626,0.75285969,0.586365261
34627,0.020150563,0.075465031
34628,0.7999561,0.123998167
34629,0.027545529,0.002426748
34630,0.134915944,0.036815841
34631,0.836968066,0.035971702
34632,0.103323204,0.046135385
34633,0.216788607,0.194836279
34634,0.405984039,0.116097436
34635,0.175832702,0.113269338
34636,0.625763497,0.615105449
34637,0.241306055,0.099971922
34638,0.748588822,0.517574969
34639,0.241083325,0.127861965
34640,0.381044348,0.086343922
34641,0.127702135,0.175998573
34642,0.66741946,0.021088101
34643,0.913424509,0.810019681
34644,0.477939202,0.227080083
34645,0.178069183,0.05788054
34646,0.450231879,0.178531211
34647,0.517032633,0.861197342
34648,0.258258671,0.099331549
34649,0.148219583,0.030368548
34650,0.660529586,0.454403983
34651,0.409217576,0.773830041
34652,0.397458368,0.158815209
34653,0.82586447,0.590010159
34654,0.700312773,0.312703143
34655,0.226339178,0.151682009
34656,0.361640069,0.120249172
34657,0.853868067,0.449956502
34658,0.147138146,0.011742501
34659,0.309463624,0.131389207
34660,0.699298834,0.128544614
34661,0.369450618,0.072393735
34662,0.530736078,0.278125953
34663,0.703889111,0.482097926
34664,0.843521557,0.201050798
34665,0.118100035,0.055404448
34666,0.362155424,0.104798166
34667,0.24797546,0.089396389
